epoch,loss,val_loss
0,0.502717615091,0.564242064953
1,0.459292112405,0.514380335808
2,0.418349513641,0.467340379953
3,0.379906878563,0.423290252686
4,0.343972379428,0.382205188274
5,0.31050234437,0.344016551971
6,0.279416106297,0.308615833521
7,0.250612278856,0.275872647762
8,0.223958582603,0.245568141341
9,0.199313879242,0.217718347907
10,0.176692917485,0.192161738873
11,0.15597557884,0.168818756938
12,0.137027318432,0.147497355938
13,0.119821560841,0.128249958158
14,0.104300939234,0.1109078601
15,0.090356674905,0.0954039767385
16,0.0779462995437,0.0816539674997
17,0.0669936448336,0.0695664137602
18,0.0574186732563,0.0590353868902
19,0.0491333850301,0.0499751120806
20,0.042052773157,0.0422575585544
21,0.0360705064466,0.0357628390193
22,0.0310821898855,0.0303654503077
23,0.0269789784287,0.0259388964623
24,0.0236526079189,0.0223582256585
25,0.0209964289402,0.0195005014539
26,0.0189056238876,0.0172510202974
27,0.0172878755686,0.0155058177188
28,0.0160548827969,0.0141696287319
29,0.0151294072087,0.0131596820429
30,0.0144454041066,0.0124045955017
31,0.013946414481,0.011845773086
32,0.0135866560615,0.0114353727549
33,0.0133295945823,0.0111356629059
34,0.0131469453184,0.010917509906
35,0.0130172552971,0.0107592185959
36,0.0129248297845,0.0106442440301
37,0.0128581053076,0.0105604836717
38,0.0128088742781,0.0104991812259
39,0.0127714519031,0.0104540651664
40,0.0127419252522,0.0104206791148
41,0.0127176859918,0.0103958491236
42,0.0126969800832,0.0103772832081
43,0.0126786468694,0.0103633301333
44,0.0126619171638,0.0103528136387
45,0.0126462978526,0.0103448433802
46,0.0126314454927,0.0103387730196
47,0.0126171307782,0.0103341042995
48,0.0126032024909,0.0103304702789
49,0.0125895499897,0.0103275887668
