epoch,loss,val_loss
0,0.201564388886,0.18834728837
1,0.169082730188,0.155261353254
2,0.140401397248,0.125844428539
3,0.11466808153,0.0994100543857
4,0.0914699926152,0.0757663625479
5,0.0707544872253,0.0551384797692
6,0.0527680076943,0.0379784290493
7,0.0378901767939,0.0247495663911
8,0.026436474778,0.0156273222715
9,0.0184147049243,0.010276139006
10,0.0134154919711,0.00781453173608
11,0.0106732938301,0.00710455961525
12,0.00933843105144,0.00716151587665
13,0.00873508488353,0.00739460539073
14,0.00845728805229,0.00757273104042
15,0.00831100443611,0.00765912555158
16,0.00821698448715,0.0076791600883
17,0.00814523341201,0.0076623146981
18,0.00808412282949,0.00762803845108
19,0.00802889466384,0.00758681550622
20,0.00797738234505,0.0075435353443
21,0.00792870685948,0.00750066522509
22,0.00788234442007,0.00745901789516
23,0.00783814012835,0.00741906002164
24,0.00779591389869,0.00738091763109
25,0.00775561782914,0.0073446085304
26,0.00771716738049,0.00731006029993
27,0.00768053404774,0.0072773052007
28,0.00764563146059,0.00724627267569
29,0.00761240990675,0.00721688982099
30,0.00758080157132,0.00718912281096
31,0.00755076384926,0.00716293279082
32,0.007522242052,0.0071382624656
33,0.00749517310119,0.00711508110166
34,0.00746949178254,0.00709331281483
35,0.00744515833429,0.00707292687148
36,0.00742211416699,0.00705387085676
37,0.00740029489211,0.00703606482595
38,0.00737966057032,0.00701948173344
39,0.00736016290404,0.00700405407697
40,0.0073417538996,0.00698975387961
41,0.0073243748738,0.00697652835399
42,0.00730798715209,0.00696432255208
43,0.00729254303378,0.00695309139788
44,0.00727799402301,0.0069427876547
45,0.00726430765176,0.00693337056786
46,0.00725143481938,0.00692479539663
47,0.00723933120223,0.00691701158881
48,0.00722796525767,0.00690998226404
49,0.00721729067904,0.00690366081893
