epoch,loss,val_loss
0,0.390446594734,0.353969752789
1,0.327486041634,0.296243667603
2,0.271426003897,0.24392080307
3,0.220209787289,0.195609867573
4,0.173052948268,0.151181414723
5,0.130244894874,0.111283935606
6,0.0930099483879,0.0771469920874
7,0.0626519604575,0.0497994087636
8,0.0400453006913,0.029712677002
9,0.0250896768238,0.0164250284433
10,0.0166208546009,0.008615125902
11,0.0127020228772,0.00455125421286
12,0.0113118813994,0.00265336968005
13,0.0109605562081,0.00183124979958
14,0.0108758867504,0.00149122078437
15,0.0107986605191,0.00135249656159
16,0.010691992885,0.00128556624986
17,0.0105717109821,0.00123286712915
18,0.0104511106258,0.00117346039042
19,0.0103354171513,0.00110485311598
20,0.0102257978348,0.00103171216324
21,0.0101220082925,0.000959222961683
22,0.0100234491502,0.000890781113412
23,0.00992967293667,0.000827841460705
24,0.00984029823395,0.000770652841311
25,0.00975510566736,0.000718936091289
26,0.0096739906451,0.000672159367241
27,0.00959685328149,0.000629905494861
28,0.00952356360751,0.000591851654463
29,0.00945400144107,0.000557736493647
30,0.00938804954392,0.00052733218763
31,0.00932555998028,0.000500373076648
32,0.00926633951142,0.000476608751342
33,0.00921024857544,0.000455811008578
34,0.0091570980309,0.000437751063146
35,0.00910674733506,0.000422178534791
36,0.00905903206935,0.000408870488172
37,0.00901376649111,0.000397625612095
38,0.008970825114,0.0003882398305
39,0.00893003660945,0.000380515906727
40,0.00889126296241,0.000374271592591
41,0.00885435365189,0.000369334535208
42,0.00881916671007,0.000365544576198
43,0.00878557184679,0.000362755497918
44,0.00875344591874,0.000360830948921
45,0.00872266843738,0.00035964010749
46,0.00869313496615,0.000359072029823
47,0.00866472809749,0.000359016587026
48,0.00863735957724,0.000359378027497
49,0.00861093680503,0.000360074394848
