epoch,loss,val_loss
0,0.280970357737,0.289433127642
1,0.219004935822,0.223976098895
2,0.170008452578,0.171306326985
3,0.129457475554,0.127234123945
4,0.0952408324801,0.0901164788008
5,0.0667429413425,0.059858495295
6,0.0441582189968,0.0369491702318
7,0.0277577282119,0.0215151960403
8,0.0172342830574,0.0126951551437
9,0.0114742514413,0.00865337520838
10,0.00885140654331,0.0072773816064
11,0.00785924302181,0.00698731549084
12,0.00753386967946,0.00699005350471
13,0.00743018792374,0.00702214032412
14,0.00739123667709,0.00703514639288
15,0.00737101434616,0.00703348074108
16,0.00735688458248,0.00702541299164
17,0.00734510404251,0.00701538246125
18,0.00733442316759,0.00700517576188
19,0.00732441480623,0.00699541307986
20,0.00731490959484,0.00698626637459
21,0.00730586059439,0.00697775412351
22,0.00729723978725,0.00696988217533
23,0.00728902505746,0.00696261290461
24,0.00728119308251,0.00695592515171
25,0.0072737281187,0.0069497872144
26,0.007266603575,0.00694417055696
27,0.00725979664091,0.00693904347718
28,0.00725328417148,0.0069343726337
29,0.00724704583842,0.00693013053387
30,0.00724105078182,0.0069262862578
31,0.00723528672479,0.00692280944437
32,0.00722972843283,0.00691967271268
33,0.00722435744128,0.00691684871912
34,0.00721915861221,0.00691431373358
35,0.00721411143481,0.00691204268485
36,0.00720919764174,0.00691001206636
37,0.00720441152867,0.00690820287913
38,0.00719973774059,0.00690659441054
39,0.00719516221098,0.00690517004579
40,0.00719067740148,0.00690391179174
41,0.0071862746549,0.00690280575305
42,0.00718194664499,0.00690183855593
43,0.00717768568439,0.00690099611878
44,0.00717348663602,0.00690027065575
45,0.00716934765204,0.00689964897931
46,0.00716526187577,0.00689912404865
47,0.00716122727885,0.00689868569374
48,0.00715724262212,0.00689832955599
49,0.00715330427205,0.00689804788679
