epoch,loss
0,0.0568065542114
1,0.0217375301011
2,0.0159115635935
3,0.0092077954239
4,0.00465673582186
5,0.00217129520874
6,0.00109664886259
7,0.000735323116673
8,0.000632181579972
9,0.000601410116009
10,0.00058970772041
11,0.000583268678373
12,0.000578049622091
13,0.000572824942858
14,0.000567290810274
15,0.000561358945106
16,0.000555051304828
17,0.000548418195463
18,0.00054150374741
19,0.000534375002055
20,0.000527124455299
21,0.000519827372087
22,0.000512591653784
23,0.000505504539454
24,0.000498642789001
25,0.000492090469689
26,0.000485913547974
27,0.000480158843309
28,0.000474865410514
29,0.000470048726191
30,0.00046571130684
31,0.000461848879468
32,0.000458438695039
33,0.000455458779139
34,0.000452870866478
35,0.000450640458749
36,0.000448734925649
37,0.000447116682246
38,0.0004457382421
39,0.000444581312125
40,0.00044361073263
41,0.000442805467648
42,0.000442124573006
43,0.000441578010206
44,0.000441116692541
45,0.000440754063931
46,0.000440470648828
47,0.000440264884154
48,0.000440107552497
49,0.000440031409746
50,0.000440007776458
51,0.000440037659206
52,0.000440104566802
53,0.000440224051534
54,0.000440430100163
55,0.000440662882816
56,0.000440931625396
57,0.00044127918004
58,0.000441638510134
59,0.000442027763099
