epoch,loss,val_loss
0,0.1719996186,0.154383838773
1,0.118731343014,0.0987129619718
2,0.078683263638,0.058862850666
3,0.0496189317477,0.0323239824176
4,0.0300753121343,0.0167910866439
5,0.0183726561047,0.00951479665935
6,0.0124246096041,0.00732327807695
7,0.00995299127742,0.00731886196882
8,0.00910267666262,0.00771690648049
9,0.00882365484525,0.00793652597815
10,0.00871059242379,0.00798377443105
11,0.00864505713758,0.00795433305204
12,0.0085946846264,0.00790126830339
13,0.00854965062591,0.00784368596971
14,0.00850703278596,0.00778702549636
15,0.00846598683896,0.00773264445364
16,0.00842633771994,0.00768071938306
17,0.00838806284236,0.00763129543513
18,0.00835114315949,0.0075844277814
19,0.0083155265587,0.00754008252174
20,0.00828117567067,0.00749823022634
21,0.00824803549114,0.00745876785368
22,0.00821603977583,0.00742163989693
23,0.00818515347191,0.00738680612296
24,0.00815527374024,0.00735413458198
25,0.00812635767783,0.00732350349426
26,0.00809833553908,0.00729477666318
27,0.00807115627094,0.0072679432109
28,0.00804475074737,0.00724281605333
29,0.008019058535,0.0072193023935
30,0.00799403579262,0.00719732157886
31,0.0079696441752,0.00717677071691
32,0.00794582030345,0.00715754684061
33,0.00792253158308,0.00713952302933
34,0.00789975320972,0.00712267201394
35,0.00787743917958,0.00710688591003
36,0.00785557737069,0.00709207322448
37,0.00783412163718,0.0070782071352
38,0.00781307575565,0.00706516079605
39,0.00779241164041,0.00705291323364
40,0.00777212224143,0.00704139020294
41,0.00775218462291,0.00703054945916
42,0.00773258557271,0.00702035114169
43,0.0077133271123,0.00701073139906
44,0.00769440165693,0.0070016605407
45,0.00767580544284,0.00699309360236
46,0.00765751314377,0.00698501314968
47,0.00763954824701,0.00697738260031
48,0.00762189034732,0.00697016254067
49,0.00760455039661,0.00696334283799
