epoch,loss,val_loss
0,0.419130827504,0.380985885859
1,0.350234211861,0.316864430904
2,0.289028516789,0.259279251099
3,0.23471427923,0.207825481892
4,0.186744417781,0.162318348885
5,0.14480657139,0.122642837465
6,0.108796677028,0.088881842792
7,0.078830525279,0.0613199695945
8,0.0550642086771,0.0399454347789
9,0.0373086799578,0.0243918187916
10,0.0249996537278,0.0139048397541
11,0.0172105527793,0.00743949785829
12,0.0127943232227,0.00381932128221
13,0.0105808081491,0.00198031426407
14,0.00961599429941,0.00112813804299
15,0.00925300852529,0.000759576738346
16,0.00912975136795,0.000605344830547
17,0.00908201082272,0.000540133158211
18,0.00905070360884,0.000510955345817
19,0.00902036146927,0.000496128574014
20,0.00898909697178,0.000486578210257
21,0.00895758090747,0.000478481175378
22,0.00892638552723,0.00047044683015
23,0.00889568499372,0.000462186610093
24,0.00886555092447,0.000453896122053
25,0.00883597407447,0.000445821642643
26,0.00880694689481,0.000438149581896
27,0.00877845417387,0.000430981221143
28,0.00875049458894,0.000424350291723
29,0.00872305799583,0.000418245093897
30,0.0086961444581,0.00041264531319
31,0.00866975486292,0.000407517218264
32,0.00864387826122,0.000402832840336
33,0.00861850409198,0.000398559495807
34,0.00859362237495,0.000394672475522
35,0.00856922484062,0.000391144742025
36,0.00854529805171,0.000387945648981
37,0.00852182024994,0.000385050982004
38,0.00849877646188,0.000382433063351
39,0.00847615080487,0.000380067504011
40,0.00845392477958,0.000377929769456
41,0.0084320881776,0.000375994393835
42,0.00841061728097,0.00037423876347
43,0.00838949687741,0.000372644106392
44,0.00836871346277,0.000371184345568
45,0.00834824549751,0.00036984324106
46,0.0083280782404,0.000368600100046
47,0.00830819407925,0.000367440545233
48,0.00828858344727,0.000366346299415
49,0.00826922737814,0.000365303189028
