epoch,loss
0,0.0745108530894
1,0.00780593407182
2,0.00757325844047
3,0.00620716252714
4,0.00475751238326
5,0.00351937542653
6,0.00253698082662
7,0.00181570092407
8,0.0013302959185
9,0.00103132702197
10,0.00086312366533
11,0.000775720762301
12,0.000732657692972
13,0.000711683007115
14,0.000701088355227
15,0.000695359700816
16,0.000692034967342
17,0.000690001761417
18,0.000688725755305
19,0.000687901099695
20,0.000687350268467
21,0.000686946360867
22,0.000686607762098
23,0.000686288550831
24,0.000685934362185
25,0.000685532135859
26,0.000685055666085
27,0.000684491931793
28,0.000683837704483
29,0.00068308018924
30,0.00068222790623
31,0.000681287311223
32,0.000680221053554
33,0.000679049862408
34,0.000677826635007
35,0.000676442067743
36,0.000675011905369
37,0.000673466791475
38,0.000671859745839
39,0.000670169130765
40,0.000668420557138
41,0.000666596962271
42,0.000664697743652
43,0.000662774059492
44,0.000660828036819
45,0.000658855017481
46,0.000656869928682
47,0.000654878858696
48,0.000652895232881
49,0.000650919190228
50,0.00064898888785
51,0.000647075036144
52,0.000645199808012
53,0.000643409559075
54,0.000641678117373
55,0.000640012516876
56,0.000638397607521
57,0.000636864561123
58,0.000635422541016
59,0.000634040799045
